Ad Concatenation,Ad type,Final URL,Headline 1,Headline 2,Headline 3,Description,Description 2,Path 1,Path 2,Auto-applied ad suggestion,Mobile final URL,Tracking template,Final URL suffix,Custom parameter,Campaign,Category,Ad group,Status,Clicks,Impr.,CTR,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Recognition,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Reviews&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Recognition,Approved,0,2,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Experiences;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Experiences,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Reviews&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Reviews,Approved,0,2,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Rewards;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Experiences&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Core,Approved,25,295,8.47%,6.29,157.17,0,0.00,0.00%
"Blueboard Employee Rewards;Reward with Blueboard;A Better Way to Reward Talent;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Reward with Blueboard,A Better Way to Reward Talent,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Core&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Core,Approved,18,306,5.88%,4.83,87.00,0,0.00,0.00%
"Blueboard Employee Rewards;The Future of Employee Rewards;A Better Way to Reward Talent;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,The Future of Employee Rewards,A Better Way to Reward Talent,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Reviews&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Reviews,Approved,1,4,25.00%,5.75,5.75,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Experiences,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Experiences&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Experiences,Approved,0,1,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Rewards;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Rewards&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Rewards,Approved,3,8,37.50%,1.20,3.59,0,0.00,0.00%
"Unique Employee Perks Ideas;Blueboard Experiential Rewards;A Better Way to Reward Talent;Your Employees Want Experiences. Let Them Choose From Over 100+ Curated Choices.;Reward Top Talent with an Experience - Spa Day, Music Lesson, Bucket List Travel.",Expanded text ad,https://www.blueboard.com/,Unique Employee Perks Ideas,Blueboard Experiential Rewards,A Better Way to Reward Talent,Your Employees Want Experiences. Let Them Choose From Over 100+ Curated Choices.,"Reward Top Talent with an Experience - Spa Day, Music Lesson, Bucket List Travel.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Travel&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Travel,Approved,0,3,0.00%,--,0.00,0,0.00,0.00%
Blueboard Retirement Gifts;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Retirement Gifts,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Retirement,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Retirement&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Retirement,Approved,0,16,0.00%,--,0.00,0,0.00,0.00%
Blueboard Employee Rewards;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Alpha&utm_term=Brand%20Rewards&utm_content={device},--,,Google_Search_Brand_AllGeos_Alpha,Brand,Brand Reviews,Approved,1,5,20.00%,2.72,2.72,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Appreciation,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Appreciation&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Appreciation,Approved,10,192,5.21%,1.82,18.17,0,0.00,0.00%
Blueboard Employee Gifts;Rewards That Turn OOO to OMG.;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Gifts,Rewards That Turn OOO to OMG.,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Gifts,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Gifts&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Gifts,Approved,108,2768,3.90%,2.33,251.72,0,0.00,0.00%
"Blueboard Experiential Rewards;Keep Millennials Engaged;Reward Your Top Employees;Millennials Want Experiences, Not Cash or Gift Cards.;They Choose from Experiences like Spa Days, Golf Lessons, VIP Concerts, Travel, and More.",Expanded text ad,https://www.blueboard.com/blog/5-ways-to-prepare-your-workplace-for-millennials,Blueboard Experiential Rewards,Keep Millennials Engaged,Reward Your Top Employees,"Millennials Want Experiences, Not Cash or Gift Cards.","They Choose from Experiences like Spa Days, Golf Lessons, VIP Concerts, Travel, and More.",employee,rewards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=millennials&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,millennials,Approved,0,31,0.00%,--,0.00,0,0.00,0.00%
Employee Anniversary Gifts;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Employee Anniversary Gifts,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Anniversary,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Beta&utm_term=Anniversary&utm_content={device},--,,Google_Search_NB_AllGeos_Beta,NB,Anniversary,Approved,7,102,6.86%,2.87,20.08,0,0.00,0.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Employee,Appreciation,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Bonus&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Appreciation,Approved,8,386,2.07%,1.53,12.22,0,0.00,0.00%
Employee Appreciation Gifts;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Employee Appreciation Gifts,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Appreciation,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Appreciation&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Appreciation,Approved,13,260,5.00%,1.62,21.04,0,0.00,0.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Incentive,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Spiffs&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Sales Incentive,Approved,34,1253,2.71%,2.35,80.02,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Anniversary,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Alpha&utm_term=Anniversary&utm_content={device},--,,Google_Search_NB_AllGeos_Alpha,NB,Anniversary,Approved,13,187,6.95%,3.10,40.28,0,0.00,0.00%
DKI;Rewards That Wow;A Better Way to Reward Talent;Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.;Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Expanded text ad,https://www.blueboard.com/,DKI,Rewards That Wow,A Better Way to Reward Talent,Give Your Rockstars the Rockstar Treatment With Blueboard's Experiential Rewards Platform.,Excite Your Employees With One-Of-A-Kind to Once-In-A-Lifetime Experiences. Request Info.,Spiff,Program,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Travel&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Spiffs,Approved,7,164,4.27%,2.22,15.52,0,0.00,0.00%
Blueboard Employee Awards;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,Blueboard Employee Awards,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Awards,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Employee%20Awards&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Employee Awards,Approved,7,180,3.89%,1.70,11.93,0,0.00,0.00%
"Blueboard Employee Awards;Reward with Blueboard;Create Memorable Recognition;Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Awards,Reward with Blueboard,Create Memorable Recognition,Blueboard Is An Experiential Rewards Platform With Hundreds Of Curated Choices.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_NB_AllGeos_Charlie&utm_term=Employee%20Awards&utm_content={device},--,,Google_Search_NB_AllGeos_Charlie,NB,Employee Awards,Approved,3,255,1.18%,1.85,5.55,0,0.00,0.00%
DKI;Give Better. Get Better.;A Better Way to Reward Talent;Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.;Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Expanded text ad,https://www.blueboard.com/,DKI,Give Better. Get Better.,A Better Way to Reward Talent,Blueboard Makes Giving Meaningful Gifts at Scale Easy. Build Engagement with Experiences.,Gift Hand-Curated Experiences That Create Lasting Memories. Request a Demo.,Employee,Recognition,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Recognition&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Recognition,Approved,0,1,0.00%,--,0.00,0,0.00,0.00%
"Blueboard Employee Rewards;The Future of Employee Rewards;A Better Way to Reward Talent;Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.;Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Expanded text ad,https://www.blueboard.com/,Blueboard Employee Rewards,The Future of Employee Rewards,A Better Way to Reward Talent,Traditional Programs Fall Flat—Use Experiences to Build Engagement & Motivation.,"Employee Appreciation Rewards to Keep your Employee Happy, Engaged and Motivated.",Blueboard,--,No,,{lpurl}?utm_source=google&utm_medium=cpc&utm_campaign=Google_Search_Brand_AllGeos_Beta&utm_term=Brand%20Core&utm_content={device},--,,Google_Search_Brand_AllGeos_Beta,Brand,Brand Core,Approved,13,315,4.13%,3.18,41.28,0,0.00,0.00%
